thickness_m,thinning_rate,distance_m,formation,environment,environment_numeric,lithology_numeric,confinement_numeric,log10thickness_m,log10thinning_rate,log10distance_m,lithology,confinement
1.195,0.002149033,334.1037886,Laga Formation,Channel,3,1,1,0.077367905,-2.667756956,2.5238814,sand,Unconfined Proximal
1.195,0.000491,751.5277955,Laga Formation,Channel,3,1,1,0.077367905,-3.308918682,2.875945048,sand,Unconfined Proximal
1.913,0.00083608,417.4240069,Laga Formation,Channel,3,1,1,0.28171497,-3.077751996,2.620577423,sand,Unconfined Proximal
2.597,0.000984724,334.1037886,Laga Formation,Channel,3,1,1,0.41447195,-3.006685502,2.5238814,sand,Unconfined Proximal
2.597,0.00057912,568.1037886,Laga Formation,Channel,3,1,1,0.41447195,-3.237231788,2.754427686,sand,Unconfined Proximal
2.084,5.21E-05,729.6037886,Laga Formation,Channel,3,1,1,0.318897715,-4.283303484,2.863087081,sand,Unconfined Proximal
2.084,3.42E-05,1112.603789,Laga Formation,Channel,3,1,1,0.318897715,-4.466556938,3.046340534,sand,Unconfined Proximal
2.084,0.000113737,334.1037886,Laga Formation,Channel,3,1,1,0.318897715,-3.944097804,2.5238814,sand,Unconfined Proximal
2.084,5.30E-05,717.1037886,Laga Formation,Channel,3,1,1,0.318897715,-4.27579842,2.855582017,sand,Unconfined Proximal
1.641666667,0.007639343,334.1037886,Laga Formation,Channel,3,1,1,0.21528498,-2.116944008,2.5238814,sand,Unconfined Proximal
1.641666667,0.000400074,751.5277955,Laga Formation,Channel,3,1,1,0.21528498,-3.397859765,2.875945048,sand,Unconfined Proximal
1.641666667,0.000327656,917.6277955,Laga Formation,Channel,3,1,1,0.21528498,-3.484581277,2.96266656,sand,Unconfined Proximal
4.194,0.006834777,417.4240069,Laga Formation,Channel,3,1,1,0.622628426,-2.165275651,2.620577423,sand,Unconfined Proximal
4.194,0.004889259,583.5240069,Laga Formation,Channel,3,1,1,0.622628426,-2.310756956,2.766058728,sand,Unconfined Proximal
1.866,0.000580313,1054.603789,Laga Formation,Channel,3,1,1,0.270911639,-3.236337905,3.023089327,sand,Unconfined Proximal
1.866,0.000417661,1465.303789,Laga Formation,Channel,3,1,1,0.270911639,-3.37917625,3.165927673,sand,Unconfined Proximal
1.866,0.001831766,334.1037886,Laga Formation,Channel,3,1,1,0.270911639,-2.737129978,2.5238814,sand,Unconfined Proximal
1.866,0.000821693,744.8037886,Laga Formation,Channel,3,1,1,0.270911639,-3.085290455,2.872041877,sand,Unconfined Proximal
3.365,0.006566822,334.1037886,Laga Formation,Channel,3,1,1,0.526985069,-2.182644777,2.5238814,sand,Unconfined Proximal
3.365,0.004743745,462.5037886,Laga Formation,Channel,3,1,1,0.526985069,-2.323878671,2.665115295,sand,Unconfined Proximal
2.288,0.000452159,594.9240069,Laga Formation,Channel,3,1,1,0.35945602,-3.344709214,2.774461494,sand,Unconfined Proximal
2.288,0.000304808,882.5240069,Laga Formation,Channel,3,1,1,0.35945602,-3.515974248,2.945726528,sand,Unconfined Proximal
2.288,0.000644429,417.4240069,Laga Formation,Channel,3,1,1,0.35945602,-3.190825143,2.620577423,sand,Unconfined Proximal
2.288,0.000381547,705.0240069,Laga Formation,Channel,3,1,1,0.35945602,-3.418451625,2.848203905,sand,Unconfined Proximal
3.724,0.007398898,334.1037886,Laga Formation,Channel,3,1,1,0.571009672,-2.130832934,2.5238814,sand,Unconfined Proximal
3.724,0.004100157,602.9037886,Laga Formation,Channel,3,1,1,0.571009672,-2.387199547,2.780248013,sand,Unconfined Proximal
8.087,0.020548704,334.1037886,Laga Formation,Channel,3,1,1,0.907787443,-1.687215555,2.5238814,sand,Unconfined Proximal
8.087,0.008574533,751.5277955,Laga Formation,Channel,3,1,1,0.907787443,-2.066789516,2.875945048,sand,Unconfined Proximal
1.2216,0.001009525,417.4240069,Laga Formation,Channel,3,1,1,0.086929024,-2.995882891,2.620577423,sand,Unconfined Proximal
4.307,0.007821783,417.4240069,Laga Formation,Channel,3,1,1,0.634174872,-2.106694237,2.620577423,sand,Unconfined Proximal
3.413,0.001358859,334.1037886,Laga Formation,Channel,3,1,1,0.533136288,-2.866825548,2.5238814,sand,Unconfined Proximal
3.413,0.000762892,595.1037886,Laga Formation,Channel,3,1,1,0.533136288,-3.117536862,2.774592715,sand,Unconfined Proximal
2.925,0.004215756,334.1037886,Laga Formation,Channel,3,1,1,0.46612587,-2.375124549,2.5238814,sand,Unconfined Proximal
2.925,0.002454999,751.5277955,Laga Formation,Channel,3,1,1,0.46612587,-2.609948677,2.875945048,sand,Unconfined Proximal
1.5165,0.001045699,417.4240069,Laga Formation,Channel,3,1,1,0.180842415,-2.980593175,2.620577423,sand,Unconfined Proximal
1.821,0.002422796,417.4240069,Laga Formation,Channel,3,1,1,0.260309946,-2.615683101,2.620577423,sand,Unconfined Proximal
0.794857143,0.018000822,334.1037886,Laga Formation,Channel,3,1,1,-0.099710919,-1.744707661,2.5238814,sand,Unconfined Proximal
0.794857143,0.000236775,751.5277955,Laga Formation,Channel,3,1,1,-0.099710919,-3.625664488,2.875945048,sand,Unconfined Proximal
6.809,0.013981467,417.4240069,Laga Formation,Channel,3,1,1,0.833083334,-1.854447256,2.620577423,sand,Unconfined Proximal
1.64,0.001343894,334.1037886,Laga Formation,Channel,3,1,1,0.214843848,-2.871635059,2.5238814,sand,Unconfined Proximal
0.485,0.013319388,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.314258261,-1.87551573,1.364066447,sand,
0.485,0.008896685,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.314258261,-2.050771764,1.66881986,sand,
0.485,0.005977893,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.314258261,-2.223451881,1.845665904,sand,
0.177,0.004548856,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.752026734,-2.342097853,1.371481631,sand,
0.177,0.002363341,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.752026734,-2.626473569,1.671796548,sand,
0.07,0.000170612,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-1.15490196,-3.767990303,1.370050294,sand,
0.254,0.006270491,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.595166283,-2.202698445,1.364066447,sand,
0.254,0.000964701,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.595166283,-3.015607346,1.66881986,sand,
0.254,0.001455239,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.595166283,-2.837065732,1.845665904,sand,
0.399,0.004251267,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.399027104,-2.371481631,1.371481631,sand,
0.399,0.005258967,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.399027104,-2.279099595,1.671796548,sand,
0.299,0.006269993,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.524328812,-2.202732959,1.370050294,sand,
0.292,0.002162238,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.534617149,-2.665096442,1.364066447,sand,
0.292,0.002422471,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.534617149,-2.615741417,1.66881986,sand,
0.292,0.00164071,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.534617149,-2.784968063,1.845665904,sand,
0.292,0.000948295,91.74360541,Kongsfjord Fm.,CL Transition,2,1,,-0.534617149,-3.023056551,1.962575803,sand,
0.342,0.002678298,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.465973894,-2.572141081,1.371481631,sand,
0.342,0.001383939,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.465973894,-2.858883191,1.671796548,sand,
0.342,0.001996519,68.61941979,Kongsfjord Fm.,CL Transition,2,1,,-0.465973894,-2.699726474,1.836447042,sand,
0.405,8.53E-05,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.392544977,-4.069020298,1.370050294,sand,
0.405,0.004434883,45.09701979,Kongsfjord Fm.,CL Transition,2,1,,-0.392544977,-2.353117847,1.654147843,sand,
0.407,0.009329385,21.65201671,Kongsfjord Fm.,CL Transition,2,1,,-0.390405591,-2.030146984,1.335498354,sand,
0.284,0.000518937,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.54668166,-3.284885201,1.364066447,sand,
0.284,8.58E-05,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.54668166,-4.066759869,1.66881986,sand,
0.284,0.002468199,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.54668166,-2.607619801,1.845665904,sand,
0.284,0.002125527,81.39158869,Kongsfjord Fm.,CL Transition,2,1,,-0.54668166,-2.672533422,1.910579526,sand,
0.296,0.000680203,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.528708289,-3.167361648,1.371481631,sand,
0.296,0.003938902,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.528708289,-2.404624819,1.671796548,sand,
0.296,0.003175017,58.26740308,Kongsfjord Fm.,CL Transition,2,1,,-0.528708289,-2.498253934,1.765425662,sand,
0.28,0.007208359,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.552841969,-2.142163589,1.370050294,sand,
0.28,0.004864009,34.74500308,Kongsfjord Fm.,CL Transition,2,1,,-0.552841969,-2.31300565,1.540892354,sand,
0.114,0.002637931,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.943095149,-2.578736612,1.364066447,sand,
0.114,0.003515799,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.943095149,-2.453976012,1.66881986,sand,
0.114,0.000941625,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.943095149,-3.026121968,1.845665904,sand,
0.114,0.000800082,82.49158869,Kongsfjord Fm.,CL Transition,2,1,,-0.943095149,-3.096865732,1.916409668,sand,
0.175,0.004378805,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.756961951,-2.358644406,1.371481631,sand,
0.175,0.000106457,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.756961951,-3.972826543,1.671796548,sand,
0.175,8.42E-05,59.36740308,Kongsfjord Fm.,CL Transition,2,1,,-0.756961951,-4.074578048,1.773548052,sand,
0.278,0.004179995,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.555955204,-2.378824218,1.370050294,sand,
0.278,0.002733993,35.84500308,Kongsfjord Fm.,CL Transition,2,1,,-0.555955204,-2.563202546,1.554428622,sand,
0.119,0.001124364,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.924453039,-2.949093099,1.364066447,sand,
0.119,0.00107189,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.924453039,-2.969849856,1.66881986,sand,
0.119,0.001455239,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.924453039,-2.837065732,1.845665904,sand,
0.119,0.001312883,77.69158869,Kongsfjord Fm.,CL Transition,2,1,,-0.924453039,-2.881773831,1.890374002,sand,
0.145,0.001020304,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.838631998,-2.991270389,1.371481631,sand,
0.145,0.002725294,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.838631998,-2.564586578,1.671796548,sand,
0.145,0.002345723,54.56740308,Kongsfjord Fm.,CL Transition,2,1,,-0.838631998,-2.629723316,1.736933286,sand,
0.169,0.006483258,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.772113295,-2.188206706,1.370050294,sand,
0.169,0.004896118,31.04500308,Kongsfjord Fm.,CL Transition,2,1,,-0.772113295,-2.310148119,1.491991707,sand,
0.154,0.000129734,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.812479279,-3.886945192,1.364066447,sand,
0.154,0.001629273,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.812479279,-2.788006268,1.66881986,sand,
0.154,0.001234837,61.54658562,Kongsfjord Fm.,CL Transition,2,1,,-0.812479279,-2.908390373,1.789203965,sand,
0.157,0.003358501,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.804100348,-2.47385454,1.371481631,sand,
0.157,0.002056092,38.4224,Kongsfjord Fm.,CL Transition,2,1,,-0.804100348,-2.686957398,1.584584489,sand,
0.333,0.009081401,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.477555767,-2.041847152,1.364066447,sand,
0.333,0.000235816,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.477555767,-3.627427175,1.66881986,sand,
0.333,0.002311262,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.477555767,-2.636150889,1.845665904,sand,
0.333,0.002007644,80.69158869,Kongsfjord Fm.,CL Transition,2,1,,-0.477555767,-2.697313252,1.906828266,sand,
0.123,0.008460021,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.910094889,-2.072628554,1.371481631,sand,
0.123,0.001021985,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.910094889,-2.99055531,1.671796548,sand,
0.123,0.000833805,57.56740308,Kongsfjord Fm.,CL Transition,2,1,,-0.910094889,-3.078935401,1.760176638,sand,
0.322,0.006440605,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.492144128,-2.191073347,1.370050294,sand,
0.322,0.004435306,34.04500308,Kongsfjord Fm.,CL Transition,2,1,,-0.492144128,-2.35307643,1.532053378,sand,
0.14,0.002019859,32.18045944,Kongsfjord Fm.,CL Transition,2,0,,-0.853871964,-2.694678884,1.50759224,mud,
0.14,0.001435498,45.28045944,Kongsfjord Fm.,CL Transition,2,0,,-0.853871964,-2.842997468,1.655910825,mud,
0.14,0.003173757,20.48045944,Kongsfjord Fm.,CL Transition,2,0,,-0.853871964,-2.498426338,1.311339695,mud,
0.14,0.00193565,33.58045944,Kongsfjord Fm.,CL Transition,2,0,,-0.853871964,-2.713173277,1.526086634,mud,
0.041,0.001058978,27.38490051,Kongsfjord Fm.,CL Transition,2,0,,-1.387216143,-2.97511317,1.437511167,mud,
0.041,0.000723464,40.08490051,Kongsfjord Fm.,CL Transition,2,0,,-1.387216143,-3.140582812,1.60298081,mud,
0.041,0.001451096,19.98490051,Kongsfjord Fm.,CL Transition,2,0,,-1.387216143,-2.838303993,1.30070199,mud,
0.041,0.00088726,32.68490051,Kongsfjord Fm.,CL Transition,2,0,,-1.387216143,-3.051949169,1.514347167,mud,
0.304,0.000216224,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.517126416,-3.665096442,1.364066447,sand,
0.304,0.001586397,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.517126416,-2.799588141,1.66881986,sand,
0.304,0.003010347,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.517126416,-2.521383449,1.845665904,sand,
0.304,0.00267117,78.99158869,Kongsfjord Fm.,CL Transition,2,1,,-0.517126416,-2.573298393,1.897580849,sand,
0.309,0.003358501,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.510041521,-2.47385454,1.371481631,sand,
0.309,0.004598934,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.510041521,-2.337342797,1.671796548,sand,
0.309,0.003866297,55.86740308,Kongsfjord Fm.,CL Transition,2,1,,-0.510041521,-2.412704733,1.747158484,sand,
0.23,0.005843463,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.638272164,-2.233329727,1.370050294,sand,
0.23,0.004235585,32.34500308,Kongsfjord Fm.,CL Transition,2,1,,-0.638272164,-2.37308663,1.509807197,sand,
0.211,0.005016393,23.12418562,Kongsfjord Fm.,CL Transition,2,0,,-0.675717545,-2.299608458,1.364066447,mud,
0.211,0.001907964,46.64658562,Kongsfjord Fm.,CL Transition,2,0,,-0.675717545,-2.719429854,1.66881986,mud,
0.211,7.13E-05,70.09158869,Kongsfjord Fm.,CL Transition,2,0,,-0.675717545,-4.146695899,1.845665904,mud,
0.211,0.000207099,91.74360541,Kongsfjord Fm.,CL Transition,2,0,,-0.675717545,-3.683822202,1.962575803,mud,
0.211,0.000581767,111.7285059,Kongsfjord Fm.,CL Transition,2,0,,-0.675717545,-3.235250635,2.048163991,mud,
0.211,0.000508096,127.9285059,Kongsfjord Fm.,CL Transition,2,0,,-0.675717545,-3.294053971,2.106967328,mud,
0.095,0.001147842,23.5224,Kongsfjord Fm.,CL Transition,2,0,,-1.022276395,-2.940117867,1.371481631,mud,
0.095,0.002363341,46.96740308,Kongsfjord Fm.,CL Transition,2,0,,-1.022276395,-2.626473569,1.671796548,mud,
0.095,0.001413594,68.61941979,Kongsfjord Fm.,CL Transition,2,0,,-1.022276395,-2.849675307,1.836447042,mud,
0.095,0.000575593,88.6043203,Kongsfjord Fm.,CL Transition,2,0,,-1.022276395,-3.239884722,1.947454898,mud,
0.095,0.000486621,104.8043203,Kongsfjord Fm.,CL Transition,2,0,,-1.022276395,-3.31280901,2.020379186,mud,
0.122,0.003582853,23.44500308,Kongsfjord Fm.,CL Transition,2,0,,-0.913640169,-2.445771008,1.370050294,mud,
0.122,0.001552209,45.09701979,Kongsfjord Fm.,CL Transition,2,0,,-0.913640169,-2.809049803,1.654147843,mud,
0.122,0.000368766,65.0819203,Kongsfjord Fm.,CL Transition,2,0,,-0.913640169,-3.433249117,1.813460359,mud,
0.122,0.000295269,81.2819203,Kongsfjord Fm.,CL Transition,2,0,,-0.913640169,-3.529782714,1.909993955,mud,
0.206,0.000646591,21.65201671,Kongsfjord Fm.,CL Transition,2,0,,-0.68613278,-3.189370318,1.335498354,mud,
0.206,0.001441029,41.63691722,Kongsfjord Fm.,CL Transition,2,0,,-0.68613278,-2.841327317,1.619478567,mud,
0.206,0.0010374,57.83691722,Kongsfjord Fm.,CL Transition,2,0,,-0.68613278,-2.984053886,1.762205136,mud,
0.192,0.002301738,19.98490051,Kongsfjord Fm.,CL Transition,2,0,,-0.716698771,-2.637944159,1.30070199,mud,
0.192,0.001271248,36.18490051,Kongsfjord Fm.,CL Transition,2,0,,-0.716698771,-2.895769551,1.558527383,mud,
1.069,0.012951807,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-1.88766962,1.364066447,sand,
1.069,0.008735902,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-2.058692247,1.66881986,sand,
1.069,0.001341102,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-2.87253805,1.845665904,sand,
1.069,0.01130869,91.74360541,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-1.946587698,1.962575803,sand,
1.069,0.009201869,111.7285059,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-2.036123938,2.048163991,sand,
1.069,0.007486885,132.2089653,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-2.125698832,2.121260907,sand,
1.069,0.005631136,157.2802827,Kongsfjord Fm.,CL Transition,2,1,,0.028977705,-2.249403981,2.196674281,sand,
0.7695,0.004591368,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.113791376,-2.338057875,1.371481631,sand,
0.7695,0.008378151,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.113791376,-2.076851811,1.671796548,sand,
0.7695,0.010754973,68.61941979,Kongsfjord Fm.,CL Transition,2,1,,-0.113791376,-1.96839068,1.836447042,sand,
0.7695,0.008223201,88.6043203,Kongsfjord Fm.,CL Transition,2,1,,-0.113791376,-2.084959109,1.947454898,sand,
0.7695,0.006328411,109.0847797,Kongsfjord Fm.,CL Transition,2,1,,-0.113791376,-2.198705315,2.037764159,sand,
0.7695,0.004369288,134.1560971,Kongsfjord Fm.,CL Transition,2,1,,-0.113791376,-2.359589297,2.127610415,sand,
0.6615,0.021390486,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-0.179470152,-1.669779357,1.370050294,sand,
0.6615,0.013969881,45.09701979,Kongsfjord Fm.,CL Transition,2,1,,-0.179470152,-1.854807293,1.654147843,sand,
0.6615,0.009535845,65.0819203,Kongsfjord Fm.,CL Transition,2,1,,-0.179470152,-2.020640812,1.813460359,sand,
0.6615,0.006805951,85.56237973,Kongsfjord Fm.,CL Transition,2,1,,-0.179470152,-2.167111205,1.932282855,sand,
0.6615,0.004322071,110.6336971,Kongsfjord Fm.,CL Transition,2,1,,-0.179470152,-2.364308128,2.043887426,sand,
1.163,0.052258412,21.65201671,Kongsfjord Fm.,CL Transition,2,1,,0.065579715,-1.281843795,1.335498354,sand,
1.163,0.026949909,41.63691722,Kongsfjord Fm.,CL Transition,2,1,,0.065579715,-1.569442704,1.619478567,sand,
1.163,0.01744815,62.11737666,Kongsfjord Fm.,CL Transition,2,1,,0.065579715,-1.758250603,1.793213106,sand,
1.163,0.011236166,87.18869401,Kongsfjord Fm.,CL Transition,2,1,,0.065579715,-1.949381841,1.940460172,sand,
0.0315,0.000469799,19.98490051,Kongsfjord Fm.,CL Transition,2,1,,-1.501689446,-3.328087791,1.30070199,sand,
0.0315,0.001177962,40.46535994,Kongsfjord Fm.,CL Transition,2,1,,-1.501689446,-2.928868625,1.607083408,sand,
0.0315,0.002316769,65.5366773,Kongsfjord Fm.,CL Transition,2,1,,-1.501689446,-2.635117292,1.816484419,sand,
0.040888889,0.00186899,20.48045944,Kongsfjord Fm.,CL Transition,2,1,,-1.388394691,-2.728392978,1.311339695,sand,
0.040888889,0.003127089,45.55177679,Kongsfjord Fm.,CL Transition,2,1,,-1.388394691,-2.504859806,1.658505322,sand,
0.079166667,0.004154814,25.07131736,Kongsfjord Fm.,CL Transition,2,1,,-1.101457641,-2.381448387,1.399177154,sand,
0.385,0.008475974,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.071810375,1.364066447,sand,
0.385,0.006967284,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.156936499,1.66881986,sand,
0.385,0.003309955,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.480177919,1.845665904,sand,
0.385,0.002714086,91.74360541,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.566376456,1.962575803,sand,
0.385,0.002568727,111.7285059,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.590282094,2.048163991,sand,
0.385,0.002390156,132.2089653,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.621573824,2.121260907,sand,
0.385,0.001837484,157.2802827,Kongsfjord Fm.,CL Transition,2,1,,-0.414539271,-2.735776438,2.196674281,sand,
0.189,0.005484134,23.5224,Kongsfjord Fm.,CL Transition,2,1,,-0.723538196,-2.260891921,1.371481631,sand,
0.189,0.000766489,46.96740308,Kongsfjord Fm.,CL Transition,2,1,,-0.723538196,-3.115494047,1.671796548,sand,
0.189,0.000772376,68.61941979,Kongsfjord Fm.,CL Transition,2,1,,-0.723538196,-3.112171172,1.836447042,sand,
0.189,0.001027038,88.6043203,Kongsfjord Fm.,CL Transition,2,1,,-0.723538196,-2.988413506,1.947454898,sand,
0.189,0.001100062,109.0847797,Kongsfjord Fm.,CL Transition,2,1,,-0.723538196,-2.958582913,2.037764159,sand,
0.189,0.000693222,134.1560971,Kongsfjord Fm.,CL Transition,2,1,,-0.723538196,-3.159127467,2.127610415,sand,
0.06,0.00396673,23.44500308,Kongsfjord Fm.,CL Transition,2,1,,-1.22184875,-2.401567346,1.370050294,sand,
0.06,0.001685255,45.09701979,Kongsfjord Fm.,CL Transition,2,1,,-1.22184875,-2.77333425,1.654147843,sand,
0.06,0.00058388,65.0819203,Kongsfjord Fm.,CL Transition,2,1,,-1.22184875,-3.233676762,1.813460359,sand,
0.06,0.000105186,85.56237973,Kongsfjord Fm.,CL Transition,2,1,,-1.22184875,-3.978040346,1.932282855,sand,
0.06,0.000325398,110.6336971,Kongsfjord Fm.,CL Transition,2,1,,-1.22184875,-3.487584925,2.043887426,sand,
0.153,0.000785146,21.65201671,Kongsfjord Fm.,CL Transition,2,1,,-0.815308569,-3.105049432,1.335498354,sand,
0.153,0.001320943,41.63691722,Kongsfjord Fm.,CL Transition,2,1,,-0.815308569,-2.879115878,1.619478567,sand,
0.153,0.001352279,62.11737666,Kongsfjord Fm.,CL Transition,2,1,,-0.815308569,-2.86893382,1.793213106,sand,
0.153,0.000653754,87.18869401,Kongsfjord Fm.,CL Transition,2,1,,-0.815308569,-3.184585317,1.940460172,sand,
0.136,0.001901436,19.98490051,Kongsfjord Fm.,CL Transition,2,1,,-0.866461092,-2.720918394,1.30070199,sand,
0.136,0.001655737,40.46535994,Kongsfjord Fm.,CL Transition,2,1,,-0.866461092,-2.781008605,1.607083408,sand,
0.136,0.000610345,65.5366773,Kongsfjord Fm.,CL Transition,2,1,,-0.866461092,-3.214424428,1.816484419,sand,
0.098,0.001415984,20.48045944,Kongsfjord Fm.,CL Transition,2,1,,-1.008773924,-2.848941697,1.311339695,sand,
0.098,4.39E-05,45.55177679,Kongsfjord Fm.,CL Transition,2,1,,-1.008773924,-4.357475326,1.658505322,sand,
0.069,0.001076928,25.07131736,Kongsfjord Fm.,CL Transition,2,1,,-1.161150909,-2.96781339,1.399177154,sand,
0.04,0.001729791,23.12418562,Kongsfjord Fm.,CL Transition,2,0,,-1.397940009,-2.762006455,1.364066447,mud,
0.04,0.000999396,40.02418562,Kongsfjord Fm.,CL Transition,2,0,,-1.397940009,-3.000262513,1.602322504,mud,
0.424,0.006746184,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.372634143,-2.170941848,1.364066447,sand,
0.424,0.003917218,39.82418562,Kongsfjord Fm.,CL Transition,2,1,,-0.372634143,-2.407022305,1.600146903,sand,
0.08,0.005633437,36.9224,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.249226588,1.567289923,mud,
0.08,0.000828262,60.36740308,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-3.081832489,1.780802493,mud,
0.08,0.001182647,82.01941979,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.927144958,1.913916693,mud,
0.08,0.001000831,96.91941979,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.999639071,1.986410806,mud,
0.08,0.008842635,23.5224,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.053418296,1.371481631,mud,
0.08,0.001064568,46.96740308,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.972826543,1.671796548,mud,
0.08,0.001413594,68.61941979,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.849675307,1.836447042,mud,
0.08,0.001161407,83.51941979,Kongsfjord Fm.,CL Transition,2,0,,-1.096910013,-2.935015734,1.921787469,mud,
0.288,0.006739176,23.44500308,Kongsfjord Fm.,CL Transition,2,0,,-0.540607512,-2.171393207,1.370050294,mud,
0.288,0.00246136,45.09701979,Kongsfjord Fm.,CL Transition,2,0,,-0.540607512,-2.608824864,1.654147843,mud,
0.288,0.001850092,59.99701979,Kongsfjord Fm.,CL Transition,2,0,,-0.540607512,-2.7328067,1.778129678,mud,
0.13,0.002170698,21.65201671,Kongsfjord Fm.,CL Transition,2,0,,-0.886056648,-2.663400496,1.335498354,mud,
0.13,0.001285839,36.55201671,Kongsfjord Fm.,CL Transition,2,0,,-0.886056648,-2.890813486,1.562911344,mud,
0.425,0.008865177,23.12418562,Kongsfjord Fm.,CL Transition,2,1,,-0.37161107,-2.052312586,1.364066447,sand,
0.425,0.003665863,46.64658562,Kongsfjord Fm.,CL Transition,2,1,,-0.37161107,-2.43582375,1.66881986,sand,
0.425,0.004294381,70.09158869,Kongsfjord Fm.,CL Transition,2,1,,-0.37161107,-2.367099408,1.845665904,sand,
0.425,0.002397987,91.74360541,Kongsfjord Fm.,CL Transition,2,1,,-0.37161107,-2.620153123,1.962575803,sand,
0.425,0.001127734,111.7285059,Kongsfjord Fm.,CL Transition,2,1,,-0.37161107,-2.947793446,2.048163991,sand,
0.425,0.001671596,132.2089653,Kongsfjord Fm.,CL Transition,2,1,,-0.37161107,-2.776868633,2.121260907,sand,
